,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
6203,yadon ilaheyya,2002-10-02,"Drame, Romance, Guerre",1h 32min,Elia Suleiman,Elia Suleiman,"Elia Suleiman, Manal Khader, Nayef Fahoum Daher",Palestine,4 nominations,Box Office France,80267,"4,6","3,2",7864.0,0
6205,l'art (délicat) de la séduction,2001-03-21,"Comédie, Romance",1h 35min,Richard Berry,Richard Berry,"Patrick Timsit, Cécile de France, Richard Berry",France,CTV International,Box Office France,220274,"2,5","1,8",17295.0,0
6206,berberian sound studio,2013-04-03,"Epouvante-horreur, Drame, Thriller",1h 32min,Peter Strickland,Peter Strickland,"Toby Jones, Tonia Sotiropoulou, Cosimo Fusco",Grande-Bretagne,Wild Side Films / Le Pacte,Box Office France,1325,"3,5","2,3",156587.0,0
6207,your sister's sister,2013-07-03,"Comédie, Drame",1h 31min,Lynn Shelton,Lynn Shelton,"Mark Duplass, Mike Birbiglia, Emily Blunt",U.S.A.,Le Pacte,Box Office France,14632,"2,8","3,5",229694.0,125000
6208,la fleur de l'âge,2013-05-01,Comédie,1h 23min,Nick Quinn,Andreia Barbosa,"Pierre Arditi, Jean-Pierre Marielle, Julie Ferrier",France,Mars Films,Box Office France,89871,"2,0","2,6",452143.0,0
6209,spycies,2020-08-26,"Animation, Aventure",1h 39min,Guillaume Ivernel,"Michel Pagès, Zhiyi Zhang","Kirk Thornton, Dino Andrade, Salli Saffioti",Chine,Eurozoom,Box Office France,48607,"3,2","2,1",77685.0,0
6210,kaili blues,2016-03-23,Drame,1h 50min,Bi Gan,Bi Gan,"Feiyang Luo, Lixun Xie, Chen Yongzhong",Chine,Les Bookmakers / Capricci Films,Box Office France,6895,"4,0","3,4",16662.0,50
6211,"mary, queen of scots",2014-11-12,"Biopic, Drame, Romance",2h 00min,Thomas Imbach,Thomas Imbach,"Camille Rutherford, Sean Biggerstaff, Aneurin Barnard",France,Aramis Films,Box Office France,2315,"3,1","2,7",36442.0,25000000
6212,une enfance,2015-09-23,Drame,1h 40min,Philippe Claudel,Philippe Claudel,"Alexi Mathieu, Angelica Sarre, Pierre Deladonchamps",France,Les Films du Losange,Box Office France,12916,"2,9","3,7",128149.0,0
6213,baaria - la porta del vento,2010-06-16,Comédie dramatique,2h 30min,Giuseppe Tornatore,Giuseppe Tornatore,"Francesco Scianna, Margareth Madé, Nicole Grimaudo",Italie,Quinta Distribution,Box Office France,15806,"1,8","2,5",93381.0,30000000
6214,lore,2013-02-20,"Drame, Thriller, Guerre",1h 48min,Cate Shortland,Cate Shortland,"Saskia Rosendahl, Kai Malina, Ursina Lardi",Grande-Bretagne,Haut et Court,Box Office France,5422,"2,9","3,6",51167.0,0
6215,la demoiselle d'honneur,2004-11-17,"Drame, Romance, Thriller",1h 50min,Claude Chabrol,"Claude Chabrol, Pierre Leccia","Benoît Magimel, Laura Smet, Aurore Clément",France,Bac Films,Box Office France,206729,"3,6","2,1",68183.0,0
